Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,TenureGroup,WarehouseDistanceCat,RecencyStatus,Tenure_Days,Churn_Score,Churn_Risk_Level,Tenure_Bucket
23.0,6.0,4,Mobile Phone,3,Divorced,3,0,2.0,136.9,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,9.0,4,Fashion,2,Divorced,2,1,7.0,203.25,1,0-6 Months (New),Near,Active,0.0,1.0,High Risk (>70%),0-3 Months (High Risk)
20.0,15.0,5,Laptop & Accessory,5,Married,10,1,8.0,171.15,0,6-24 Months (Regular),Moderate,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,23.0,4,Fashion,4,Married,2,0,10.0,205.2,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
27.0,16.0,3,Laptop & Accessory,5,Single,7,1,4.0,144.4,0,24+ Months (Loyal),Moderate,Active,810.0,0.02,Low Risk (<30%),12+ Months (Loyal)
8.0,6.0,3,Fashion,4,Divorced,2,0,6.0,172.95,0,6-24 Months (Regular),Near,Active,240.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
29.0,15.0,5,Grocery,4,Married,3,1,1.0,260.77,0,24+ Months (Loyal),Moderate,Active,870.0,0.05,Low Risk (<30%),12+ Months (Loyal)
2.0,14.0,1,Mobile Phone,3,Married,7,0,0.0,124.509999999999,0,0-6 Months (New),Moderate,Active,60.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
29.0,15.0,3,Grocery,1,Married,8,0,3.0,211.029999999999,0,24+ Months (Loyal),Moderate,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
22.0,17.0,5,Others,4,Married,6,0,10.0,321.65,0,6-24 Months (Regular),Moderate,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
11.0,12.0,4,Laptop & Accessory,3,Married,3,0,7.0,153.21,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,14.0,5,Laptop & Accessory,5,Single,10,0,8.0,193.11,0,0-6 Months (New),Moderate,Active,30.0,0.19,Low Risk (<30%),0-3 Months (High Risk)
9.0,27.0,3,Laptop & Accessory,4,Married,5,0,7.0,189.26,1,6-24 Months (Regular),Far,Active,270.0,0.72,High Risk (>70%),7-12 Months (Moderate)
17.0,13.0,5,Grocery,2,Married,6,1,1.0,291.27,0,6-24 Months (Regular),Moderate,Active,510.0,0.11,Low Risk (<30%),12+ Months (Loyal)
11.0,24.0,5,Laptop & Accessory,1,Married,4,1,0.0,158.11,0,6-24 Months (Regular),Far,Active,330.0,0.18,Low Risk (<30%),7-12 Months (Moderate)
15.0,6.0,3,Laptop & Accessory,3,Married,2,0,6.0,149.07,0,6-24 Months (Regular),Near,Active,450.0,0.01,Low Risk (<30%),12+ Months (Loyal)
0.0,14.0,3,Mobile Phone,2,Divorced,2,1,0.0,125.15,1,0-6 Months (New),Moderate,Active,0.0,0.99,High Risk (>70%),0-3 Months (High Risk)
14.0,6.0,1,Fashion,5,Married,2,0,7.0,183.92,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,24.0,1,Laptop & Accessory,5,Married,2,0,10.0,152.08,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
9.0,13.0,3,Mobile Phone,3,Married,1,1,7.0,123.08,0,6-24 Months (Regular),Moderate,Active,270.0,0.12,Low Risk (<30%),7-12 Months (Moderate)
1.0,11.0,4,Mobile Phone,2,Single,3,1,3.0,153.75,0,0-6 Months (New),Moderate,Active,30.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
9.0,6.0,3,Mobile Phone,2,Married,4,0,2.0,122.699999999999,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
6.0,12.0,3,Laptop & Accessory,1,Married,4,0,7.0,177.25,0,0-6 Months (New),Moderate,Active,180.0,0.05,Low Risk (<30%),4-6 Months (Mid-High)
0.0,26.0,5,Laptop & Accessory,3,Married,4,1,2.0,145.59,1,0-6 Months (New),Far,Active,0.0,0.99,High Risk (>70%),0-3 Months (High Risk)
23.0,9.0,4,Others,1,Married,5,0,4.0,316.61,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
19.0,8.0,4,Laptop & Accessory,3,Single,6,0,4.0,178.99,0,6-24 Months (Regular),Near,Active,570.0,0.12,Low Risk (<30%),12+ Months (Loyal)
19.0,12.0,6,Laptop & Accessory,5,Single,3,1,5.0,182.69,0,6-24 Months (Regular),Moderate,Active,570.0,0.01,Low Risk (<30%),12+ Months (Loyal)
10.0,7.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,8.0,4,Mobile Phone,2,Single,8,0,0.0,127.85,1,0-6 Months (New),Near,Active,0.0,0.9,High Risk (>70%),0-3 Months (High Risk)
2.0,14.0,4,Laptop & Accessory,5,Single,2,0,4.0,173.98,0,0-6 Months (New),Moderate,Active,60.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
2.0,16.0,3,Mobile Phone,4,Married,1,0,1.0,132.91,0,0-6 Months (New),Moderate,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
27.0,11.0,3,Others,5,Married,5,0,2.0,294.06,0,24+ Months (Loyal),Moderate,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
22.0,10.0,4,Others,3,Divorced,3,0,0.0,287.11,0,6-24 Months (Regular),Near,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,32.0,4,Laptop & Accessory,5,Divorced,2,0,4.0,147.24,0,0-6 Months (New),Far,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
0.0,29.0,3,Fashion,5,Married,10,1,2.0,199.5,1,0-6 Months (New),Far,Active,0.0,1.0,High Risk (>70%),0-3 Months (High Risk)
12.0,36.0,4,Laptop & Accessory,1,Single,3,0,10.0,149.06,0,6-24 Months (Regular),Far,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,7.0,4,Mobile Phone,4,Single,3,1,5.0,157.02,1,0-6 Months (New),Near,Active,30.0,0.84,High Risk (>70%),0-3 Months (High Risk)
1.0,6.0,5,Laptop & Accessory,2,Divorced,1,0,5.0,166.74,0,0-6 Months (New),Near,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
17.0,14.0,4,Fashion,5,Divorced,10,0,3.0,224.85,0,6-24 Months (Regular),Moderate,Active,510.0,0.01,Low Risk (<30%),12+ Months (Loyal)
20.0,21.0,4,Mobile Phone,4,Married,11,1,4.0,174.63,1,6-24 Months (Regular),Far,Active,600.0,0.86,High Risk (>70%),12+ Months (Loyal)
9.0,30.0,3,Laptop & Accessory,4,Married,8,0,8.0,156.74,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
8.0,14.0,3,Mobile Phone,2,Divorced,2,0,2.0,125.72,0,6-24 Months (Regular),Moderate,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,8.0,4,Mobile Phone,2,Single,2,0,0.0,111.02,1,0-6 Months (New),Near,Active,0.0,0.91,High Risk (>70%),0-3 Months (High Risk)
0.0,12.0,5,Laptop & Accessory,3,Divorced,5,1,7.0,161.72,1,0-6 Months (New),Moderate,Active,0.0,0.99,High Risk (>70%),0-3 Months (High Risk)
1.0,29.0,4,Laptop & Accessory,3,Married,3,1,8.0,186.79,1,0-6 Months (New),Far,Active,30.0,0.98,High Risk (>70%),0-3 Months (High Risk)
7.0,11.0,5,Mobile Phone,4,Divorced,10,0,3.0,163.38,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
5.0,14.0,4,Laptop & Accessory,4,Divorced,2,1,9.0,152.28,0,0-6 Months (New),Moderate,Active,150.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
0.0,15.0,3,Mobile Phone,1,Single,2,0,0.0,110.81,1,0-6 Months (New),Moderate,Active,0.0,0.68,Medium Risk (30-70%),0-3 Months (High Risk)
10.0,6.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
22.0,14.0,4,Laptop & Accessory,4,Married,2,0,7.0,151.3,0,6-24 Months (Regular),Moderate,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13,0,6-24 Months (Regular),Near,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
13.0,14.0,3,Mobile Phone,4,Married,4,0,3.0,123.87,0,6-24 Months (Regular),Moderate,Active,390.0,0.01,Low Risk (<30%),12+ Months (Loyal)
6.0,9.0,4,Mobile Phone,4,Married,3,0,8.0,148.7,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
0.0,21.0,3,Mobile Phone,1,Single,2,0,0.0,128.71,0,0-6 Months (New),Far,Active,0.0,0.35,Medium Risk (30-70%),0-3 Months (High Risk)
27.0,14.0,4,Others,3,Married,5,0,8.0,311.06,0,24+ Months (Loyal),Moderate,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,18.0,3,Mobile Phone,2,Divorced,9,1,2.0,139.29,0,0-6 Months (New),Moderate,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
6.0,9.0,4,Laptop & Accessory,4,Divorced,2,1,3.0,165.78,0,0-6 Months (New),Near,Active,180.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
14.0,9.0,4,Laptop & Accessory,4,Married,9,0,4.0,182.15,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,16.0,4,Laptop & Accessory,1,Married,2,1,4.0,157.69,0,0-6 Months (New),Moderate,Active,0.0,0.4,Medium Risk (30-70%),0-3 Months (High Risk)
13.0,6.0,5,Others,2,Divorced,3,0,4.0,317.72,0,6-24 Months (Regular),Near,Active,390.0,0.05,Low Risk (<30%),12+ Months (Loyal)
0.0,15.0,4,Mobile Phone,5,Married,4,0,2.0,144.0,1,0-6 Months (New),Moderate,Active,0.0,0.72,High Risk (>70%),0-3 Months (High Risk)
1.0,18.0,4,Mobile Phone,5,Divorced,2,0,5.0,145.99,0,0-6 Months (New),Moderate,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
1.0,35.0,5,Laptop & Accessory,3,Married,4,0,3.0,211.39,0,0-6 Months (New),Far,Active,30.0,0.33,Medium Risk (30-70%),0-3 Months (High Risk)
16.0,30.0,5,Laptop & Accessory,3,Single,3,0,8.0,168.32,0,6-24 Months (Regular),Far,Active,480.0,0.01,Low Risk (<30%),12+ Months (Loyal)
9.0,25.0,4,Fashion,1,Single,4,0,3.0,218.62,0,6-24 Months (Regular),Far,Active,270.0,0.11,Low Risk (<30%),7-12 Months (Moderate)
23.0,6.0,3,Laptop & Accessory,3,Married,1,0,13.0,163.47,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
30.0,13.0,3,Others,5,Married,6,0,10.0,295.66,0,24+ Months (Loyal),Moderate,Active,900.0,0.0,Low Risk (<30%),12+ Months (Loyal)
24.0,16.0,4,Others,3,Married,6,1,1.0,318.31,0,6-24 Months (Regular),Moderate,Active,720.0,0.02,Low Risk (<30%),12+ Months (Loyal)
1.0,16.0,4,Mobile Phone,4,Married,8,0,3.0,145.24,0,0-6 Months (New),Moderate,Active,30.0,0.06,Low Risk (<30%),0-3 Months (High Risk)
20.0,25.0,4,Laptop & Accessory,3,Married,4,0,9.0,173.1,0,6-24 Months (Regular),Far,Active,600.0,0.04,Low Risk (<30%),12+ Months (Loyal)
16.0,18.0,4,Grocery,4,Married,2,0,9.0,243.36,0,6-24 Months (Regular),Moderate,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
10.0,6.0,3,Fashion,1,Single,5,0,2.0,174.91,0,6-24 Months (Regular),Near,Active,300.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
16.0,10.0,4,Fashion,1,Single,4,0,17.0,202.31,0,6-24 Months (Regular),Near,Active,480.0,0.01,Low Risk (<30%),12+ Months (Loyal)
18.0,15.0,3,Fashion,5,Married,5,1,2.0,207.61,0,6-24 Months (Regular),Moderate,Active,540.0,0.09,Low Risk (<30%),12+ Months (Loyal)
6.0,23.0,3,Grocery,3,Single,2,0,0.0,274.44,0,0-6 Months (New),Far,Active,180.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
8.0,26.0,4,Laptop & Accessory,4,Married,6,0,11.0,169.44,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,7.0,4,Laptop & Accessory,4,Divorced,2,0,6.0,177.28,0,6-24 Months (Regular),Near,Active,300.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
26.0,7.0,5,Others,3,Married,2,0,10.0,324.99,0,24+ Months (Loyal),Near,Active,780.0,0.01,Low Risk (<30%),12+ Months (Loyal)
27.0,23.0,3,Fashion,3,Divorced,9,0,8.0,207.39,0,24+ Months (Loyal),Far,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
29.0,21.0,3,Others,4,Single,10,0,16.0,312.22,0,24+ Months (Loyal),Far,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,11.0,5,Mobile Phone,5,Married,3,0,1.0,146.09,0,0-6 Months (New),Moderate,Active,90.0,0.18,Low Risk (<30%),0-3 Months (High Risk)
13.0,20.0,4,Others,3,Single,2,0,9.0,296.26,0,6-24 Months (Regular),Moderate,Active,390.0,0.02,Low Risk (<30%),12+ Months (Loyal)
6.0,12.0,2,Mobile Phone,1,Married,5,0,3.0,158.12,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
2.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,169.31,0,0-6 Months (New),Far,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
6.0,9.0,3,Laptop & Accessory,2,Single,9,0,8.0,175.55,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
9.0,6.0,3,Laptop & Accessory,4,Divorced,1,0,5.0,152.28,0,6-24 Months (Regular),Near,Active,270.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
9.0,10.0,3,Laptop & Accessory,4,Married,8,0,2.0,151.31,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
22.0,11.0,4,Fashion,2,Single,3,0,9.0,203.98,0,6-24 Months (Regular),Moderate,Active,660.0,0.01,Low Risk (<30%),12+ Months (Loyal)
11.0,21.0,4,Fashion,1,Married,1,1,3.0,215.1,0,6-24 Months (Regular),Far,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,10.0,3,Mobile Phone,3,Married,8,1,3.0,129.96,0,6-24 Months (Regular),Near,Active,300.0,0.04,Low Risk (<30%),7-12 Months (Moderate)
9.0,8.0,4,Laptop & Accessory,1,Single,2,0,8.0,138.86,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,9.0,5,Mobile Phone,2,Single,3,0,1.0,150.64,1,0-6 Months (New),Near,Active,30.0,0.97,High Risk (>70%),0-3 Months (High Risk)
4.0,14.0,4,Mobile Phone,4,Single,1,1,2.0,126.57,0,0-6 Months (New),Moderate,Active,120.0,0.14,Low Risk (<30%),4-6 Months (Mid-High)
1.0,23.0,4,Mobile Phone,4,Married,11,0,3.0,153.11,0,0-6 Months (New),Far,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
9.0,7.0,5,Mobile Phone,3,Divorced,8,0,8.0,147.58,0,6-24 Months (Regular),Near,Active,270.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
8.0,11.0,4,Laptop & Accessory,3,Married,11,0,3.0,190.38,0,6-24 Months (Regular),Moderate,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
9.0,16.0,4,Laptop & Accessory,3,Single,3,0,9.0,175.98,0,6-24 Months (Regular),Moderate,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
24.0,9.0,4,Grocery,3,Divorced,7,0,4.0,301.39,0,6-24 Months (Regular),Near,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,14.0,4,Mobile Phone,4,Married,2,0,0.0,125.96,1,0-6 Months (New),Moderate,Active,0.0,1.0,High Risk (>70%),0-3 Months (High Risk)
9.0,35.0,5,Mobile Phone,3,Married,2,0,3.0,149.3,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
7.0,25.0,3,Laptop & Accessory,4,Married,5,0,10.0,144.44,0,6-24 Months (Regular),Far,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,26.0,4,Mobile Phone,1,Married,5,0,3.0,161.69,0,0-6 Months (New),Far,Active,30.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
11.0,15.0,4,Laptop & Accessory,4,Married,4,0,8.0,165.71,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
7.0,15.0,4,Laptop & Accessory,3,Married,2,0,3.0,196.04,0,6-24 Months (Regular),Moderate,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
5.0,14.0,4,Mobile Phone,4,Divorced,7,0,2.0,123.32,0,0-6 Months (New),Moderate,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
9.0,25.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,171.01,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
3.0,14.0,4,Mobile Phone,5,Single,5,0,3.0,145.62,0,0-6 Months (New),Moderate,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
14.0,9.0,5,Mobile Phone,2,Single,2,1,4.0,148.42,0,6-24 Months (Regular),Near,Active,420.0,0.22,Low Risk (<30%),12+ Months (Loyal)
0.0,35.0,4,Mobile Phone,4,Single,1,0,4.0,134.79,1,0-6 Months (New),Far,Active,0.0,0.81,High Risk (>70%),0-3 Months (High Risk)
13.0,31.0,4,Laptop & Accessory,1,Single,9,0,8.0,166.08,0,6-24 Months (Regular),Far,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
17.0,6.0,3,Laptop & Accessory,3,Divorced,8,0,0.0,147.68,0,6-24 Months (Regular),Near,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,29.0,4,Fashion,5,Married,2,0,10.0,173.36,1,0-6 Months (New),Far,Active,0.0,0.93,High Risk (>70%),0-3 Months (High Risk)
19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04,0,6-24 Months (Regular),Far,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
18.0,8.0,4,Laptop & Accessory,1,Married,2,0,9.0,157.7,0,6-24 Months (Regular),Near,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,18.0,4,Fashion,2,Divorced,3,0,8.0,201.54,1,6-24 Months (Regular),Moderate,Active,390.0,0.93,High Risk (>70%),12+ Months (Loyal)
0.0,11.0,3,Mobile Phone,2,Single,2,0,0.0,110.509999999999,0,0-6 Months (New),Moderate,Active,0.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
13.0,18.0,4,Fashion,1,Married,3,0,8.0,201.54,1,6-24 Months (Regular),Moderate,Active,390.0,0.93,High Risk (>70%),12+ Months (Loyal)
8.0,7.0,2,Laptop & Accessory,2,Married,2,0,3.0,222.25,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
16.0,7.0,4,Laptop & Accessory,3,Married,3,0,7.0,174.07,0,6-24 Months (Regular),Near,Active,480.0,0.04,Low Risk (<30%),12+ Months (Loyal)
7.0,8.0,4,Laptop & Accessory,5,Married,7,0,9.0,159.57,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,29.0,4,Laptop & Accessory,3,Divorced,4,1,1.0,159.16,1,0-6 Months (New),Far,Active,0.0,1.0,High Risk (>70%),0-3 Months (High Risk)
8.0,8.0,4,Fashion,1,Single,3,0,3.0,223.88,0,6-24 Months (Regular),Near,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
2.0,8.0,3,Laptop & Accessory,2,Single,2,0,9.0,145.54,0,0-6 Months (New),Near,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
20.0,14.0,4,Mobile Phone,1,Married,10,1,0.0,123.8,1,6-24 Months (Regular),Moderate,Active,600.0,0.81,High Risk (>70%),12+ Months (Loyal)
2.0,24.0,4,Laptop & Accessory,5,Married,3,0,9.0,170.58,0,0-6 Months (New),Far,Active,60.0,0.04,Low Risk (<30%),0-3 Months (High Risk)
0.0,14.0,4,Mobile Phone,3,Married,2,1,7.0,123.66,1,0-6 Months (New),Moderate,Active,0.0,0.96,High Risk (>70%),0-3 Months (High Risk)
8.0,15.0,4,Fashion,3,Married,2,1,15.0,206.85,0,6-24 Months (Regular),Moderate,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
4.0,32.0,4,Laptop & Accessory,3,Divorced,9,1,3.0,172.36,0,0-6 Months (New),Far,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
15.0,8.0,4,Mobile Phone,1,Married,5,0,1.0,152.82,0,6-24 Months (Regular),Near,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,16.0,4,Laptop & Accessory,4,Single,22,0,4.0,192.82,0,6-24 Months (Regular),Moderate,Active,390.0,0.01,Low Risk (<30%),12+ Months (Loyal)
4.0,13.0,1,Laptop & Accessory,1,Married,5,0,7.0,169.29,0,0-6 Months (New),Moderate,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,9.0,4,Mobile Phone,4,Married,11,0,3.0,159.68,0,0-6 Months (New),Near,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
0.0,17.0,2,Laptop & Accessory,3,Divorced,9,0,2.0,147.07,1,0-6 Months (New),Moderate,Active,0.0,0.79,High Risk (>70%),0-3 Months (High Risk)
3.0,30.0,3,Mobile Phone,3,Married,2,0,0.0,126.93,0,0-6 Months (New),Far,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
24.0,9.0,4,Grocery,3,Married,7,0,4.0,301.39,0,6-24 Months (Regular),Near,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,8.0,3,Laptop & Accessory,2,Single,2,0,4.0,162.74,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
8.0,7.0,2,Mobile Phone,1,Single,4,0,4.0,157.8,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
7.0,7.0,2,Laptop & Accessory,4,Married,3,1,3.0,179.88,0,6-24 Months (Regular),Near,Active,210.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
0.0,9.0,4,Mobile Phone,1,Married,1,1,0.0,128.53,1,0-6 Months (New),Near,Active,0.0,0.98,High Risk (>70%),0-3 Months (High Risk)
16.0,9.0,4,Mobile Phone,3,Married,2,1,1.0,151.96,0,6-24 Months (Regular),Near,Active,480.0,0.11,Low Risk (<30%),12+ Months (Loyal)
9.0,9.0,3,Laptop & Accessory,4,Single,5,0,7.0,144.85,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
28.0,18.0,4,Grocery,1,Married,5,0,13.0,285.32,0,24+ Months (Loyal),Moderate,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,6.0,4,Laptop & Accessory,2,Divorced,7,0,2.0,147.75,0,0-6 Months (New),Near,Active,0.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
1.0,22.0,4,Fashion,3,Married,9,1,8.0,261.1,1,0-6 Months (New),Far,Active,30.0,0.93,High Risk (>70%),0-3 Months (High Risk)
9.0,9.0,3,Mobile Phone,4,Married,2,0,7.0,136.92,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
29.0,27.0,4,Laptop & Accessory,1,Married,5,1,9.0,179.15,0,24+ Months (Loyal),Far,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,17.0,4,Laptop & Accessory,3,Married,3,1,8.0,165.01,0,6-24 Months (Regular),Moderate,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
2.0,13.0,3,Laptop & Accessory,1,Married,2,1,0.0,166.23,0,0-6 Months (New),Moderate,Active,60.0,0.12,Low Risk (<30%),0-3 Months (High Risk)
29.0,9.0,5,Grocery,5,Single,9,0,3.0,292.56,0,24+ Months (Loyal),Near,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,24.0,4,Grocery,3,Single,3,0,1.0,299.44,0,6-24 Months (Regular),Far,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
20.0,10.0,4,Grocery,3,Divorced,5,0,10.0,299.65,0,6-24 Months (Regular),Near,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,36.0,4,Mobile Phone,3,Single,11,0,8.0,165.25,0,0-6 Months (New),Far,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
27.0,8.0,4,Fashion,3,Divorced,7,0,0.0,206.86,0,24+ Months (Loyal),Near,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,7.0,4,Laptop & Accessory,5,Married,2,0,3.0,178.73,0,0-6 Months (New),Near,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
31.0,14.0,2,Laptop & Accessory,2,Married,2,1,10.0,177.2,0,24+ Months (Loyal),Moderate,Active,930.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,12.0,1,Mobile Phone,5,Married,2,1,0.0,116.009999999999,1,6-24 Months (Regular),Moderate,Active,270.0,0.97,High Risk (>70%),7-12 Months (Moderate)
30.0,9.0,4,Laptop & Accessory,2,Single,6,0,5.0,151.71,0,24+ Months (Loyal),Near,Active,900.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,9.0,3,Mobile Phone,4,Single,5,0,2.0,120.88,0,6-24 Months (Regular),Near,Active,270.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,23.0,4,Laptop & Accessory,5,Single,7,0,3.0,178.24,1,0-6 Months (New),Far,Active,30.0,0.71,High Risk (>70%),0-3 Months (High Risk)
15.0,21.0,4,Mobile Phone,3,Married,6,0,9.0,149.51,0,6-24 Months (Regular),Far,Active,450.0,0.04,Low Risk (<30%),12+ Months (Loyal)
18.0,36.0,4,Laptop & Accessory,1,Single,3,0,18.0,170.41,0,6-24 Months (Regular),Far,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
15.0,14.0,3,Others,1,Married,2,0,9.0,284.3,0,6-24 Months (Regular),Moderate,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
